"date","event","rating","viewers","show","year","month"
2010-10-29,"WWE SmackDown #585",1.64,0,"smackdown",2010,10
2010-10-22,"WWE SmackDown #584",1.74,0,"smackdown",2010,10
2010-10-15,"WWE SmackDown #583",1.87,0,"smackdown",2010,10
2010-10-08,"WWE SmackDown #582",1.8,0,"smackdown",2010,10
2010-10-01,"WWE SmackDown #581",1.74,0,"smackdown",2010,10
2010-09-17,"WWE SmackDown #579",1.7,0,"smackdown",2010,9
2010-09-03,"WWE SmackDown #577",1.9,0,"smackdown",2010,9
2010-08-27,"WWE SmackDown #576",1.7,0,"smackdown",2010,8
2010-08-20,"WWE SmackDown #575",1.6,0,"smackdown",2010,8
2010-08-06,"WWE SmackDown #573",1.6,0,"smackdown",2010,8
2010-07-30,"WWE SmackDown #572",1.8,0,"smackdown",2010,7
2010-07-23,"WWE SmackDown #571",1.8,0,"smackdown",2010,7
2010-07-16,"WWE SmackDown #570",1.8,0,"smackdown",2010,7
2010-07-09,"WWE SmackDown #569",1.9,0,"smackdown",2010,7
2010-07-02,"WWE SmackDown #568",1.7,0,"smackdown",2010,7
2010-06-18,"WWE SmackDown #566",1.8,0,"smackdown",2010,6
2010-06-11,"WWE SmackDown #565",1.9,0,"smackdown",2010,6
2010-06-04,"WWE SmackDown #564",1.8,0,"smackdown",2010,6
2010-05-28,"WWE SmackDown #563",1.8,0,"smackdown",2010,5
2010-05-21,"WWE SmackDown #562",1.7,0,"smackdown",2010,5
2010-05-14,"WWE SmackDown #561",1.6,0,"smackdown",2010,5
2010-05-07,"WWE SmackDown #560",1.7,0,"smackdown",2010,5
2010-04-30,"WWE SmackDown #559",1.7,0,"smackdown",2010,4
2010-04-23,"WWE SmackDown #558",1.8,0,"smackdown",2010,4
2010-04-09,"WWE SmackDown #556",1.9,0,"smackdown",2010,4
2010-04-02,"WWE SmackDown #555",1.68,0,"smackdown",2010,4
2010-03-26,"WWE SmackDown #554",1.9,0,"smackdown",2010,3
2010-03-19,"WWE SmackDown #553",1.8,0,"smackdown",2010,3
2010-03-05,"WWE SmackDown #551",2,0,"smackdown",2010,3
2010-02-26,"WWE SmackDown #550",2,0,"smackdown",2010,2
2010-02-19,"WWE SmackDown #549",1.9,0,"smackdown",2010,2
2010-02-12,"WWE SmackDown #548",1.8,0,"smackdown",2010,2
2010-02-05,"WWE SmackDown #547",2.1,0,"smackdown",2010,2
2010-01-29,"WWE SmackDown #546",2.2,0,"smackdown",2010,1
2010-01-22,"WWE SmackDown #545",2,0,"smackdown",2010,1
2010-01-15,"WWE SmackDown #544",2.1,0,"smackdown",2010,1
2010-01-08,"WWE SmackDown #543",2.2,0,"smackdown",2010,1
2010-01-01,"WWE SmackDown #542",1.8,0,"smackdown",2010,1
2009-12-25,"WWE SmackDown #541",1.8,0,"smackdown",2009,12
2009-12-18,"WWE SmackDown #540",2.1,0,"smackdown",2009,12
2009-12-11,"WWE SmackDown #539",2.1,0,"smackdown",2009,12
2009-12-04,"WWE SmackDown #538",2.1,0,"smackdown",2009,12
2009-11-27,"WWE SmackDown #537",2.1,0,"smackdown",2009,11
2009-11-13,"WWE SmackDown #535",2,0,"smackdown",2009,11
2009-11-06,"WWE SmackDown #534",2,0,"smackdown",2009,11
2009-10-30,"WWE SmackDown #533",2.1,0,"smackdown",2009,10
2009-10-16,"WWE SmackDown #531",1.9,0,"smackdown",2009,10
2009-09-25,"WWE SmackDown #528",1.9,0,"smackdown",2009,9
2009-09-18,"WWE SmackDown #527",2,0,"smackdown",2009,9
2009-09-11,"WWE SmackDown #526",1.8,0,"smackdown",2009,9
2009-08-28,"WWE SmackDown #524",1.9,0,"smackdown",2009,8
2009-08-21,"WWE SmackDown #523",1.9,0,"smackdown",2009,8
2009-08-14,"WWE SmackDown #522",1.7,0,"smackdown",2009,8
2009-08-07,"WWE SmackDown #521",1.9,0,"smackdown",2009,8
2009-07-31,"WWE SmackDown #520",2,0,"smackdown",2009,7
2009-07-24,"WWE SmackDown #519",1.8,0,"smackdown",2009,7
2009-07-17,"WWE SmackDown #518",1.8,0,"smackdown",2009,7
2009-06-26,"WWE SmackDown #515",1.7,0,"smackdown",2009,6
2009-06-19,"WWE SmackDown #514",1.7,0,"smackdown",2009,6
2009-06-12,"WWE SmackDown #513",1.8,0,"smackdown",2009,6
2009-06-05,"WWE SmackDown #512",1.9,0,"smackdown",2009,6
2009-05-29,"WWE SmackDown #511",1.7,0,"smackdown",2009,5
2009-05-22,"WWE SmackDown #510",1.6,0,"smackdown",2009,5
2009-05-15,"WWE SmackDown #509",1.72,0,"smackdown",2009,5
2009-05-08,"WWE SmackDown #508",1.9,0,"smackdown",2009,5
2009-05-01,"WWE SmackDown #507",1.9,0,"smackdown",2009,5
2009-04-24,"WWE SmackDown #506",1.6,0,"smackdown",2009,4
2009-04-17,"WWE SmackDown #505",2,0,"smackdown",2009,4
2009-04-10,"WWE SmackDown #504",2.2,0,"smackdown",2009,4
2009-04-03,"WWE SmackDown #503",1.9,0,"smackdown",2009,4
2009-03-27,"WWE SmackDown #502",2,0,"smackdown",2009,3
2009-03-13,"WWE SmackDown #500",1.9,0,"smackdown",2009,3
2009-03-06,"WWE SmackDown #499",2,0,"smackdown",2009,3
2009-02-27,"WWE SmackDown #498",2.3,0,"smackdown",2009,2
2009-02-13,"WWE SmackDown #496",2.2,0,"smackdown",2009,2
2009-02-06,"WWE SmackDown #495",2.1,0,"smackdown",2009,2
2009-01-23,"WWE SmackDown #494",2.2,0,"smackdown",2009,1
2009-01-16,"WWE SmackDown #493",2.1,0,"smackdown",2009,1
2009-01-09,"WWE SmackDown #492",2.2,0,"smackdown",2009,1
2009-01-02,"WWE SmackDown #491",2.1,0,"smackdown",2009,1
2008-12-26,"WWE SmackDown #490",2,0,"smackdown",2008,12
2008-12-19,"WWE SmackDown #489",2.1,0,"smackdown",2008,12
2008-12-12,"WWE SmackDown #488",2,0,"smackdown",2008,12
2008-12-05,"WWE SmackDown #487",2.1,0,"smackdown",2008,12
2008-11-28,"WWE SmackDown #486",2.1,0,"smackdown",2008,11
2008-11-21,"WWE SmackDown #485",2.2,0,"smackdown",2008,11
2008-11-14,"WWE SmackDown #484",2.2,0,"smackdown",2008,11
2008-11-07,"WWE SmackDown #483",2.1,0,"smackdown",2008,11
2008-10-31,"WWE SmackDown #482",1.7,0,"smackdown",2008,10
2008-10-24,"WWE SmackDown #481",2.1,0,"smackdown",2008,10
2008-10-17,"WWE SmackDown #480",2,0,"smackdown",2008,10
2008-10-10,"WWE SmackDown #479",2.1,0,"smackdown",2008,10
2008-10-03,"WWE SmackDown #478",1.9,0,"smackdown",2008,10
2008-09-26,"WWE SmackDown #477",2.4,0,"smackdown",2008,9
2008-09-05,"WWE SmackDown #474",2.4,0,"smackdown",2008,9
2008-08-29,"WWE SmackDown #473",2.3,0,"smackdown",2008,8
2008-08-22,"WWE SmackDown #472",2.1,0,"smackdown",2008,8
2008-08-15,"WWE SmackDown #471",2.4,0,"smackdown",2008,8
2008-08-08,"WWE SmackDown #470",2,0,"smackdown",2008,8
2008-08-01,"WWE SmackDown #469",2.36,0,"smackdown",2008,8
2008-07-25,"WWE SmackDown #468",2.4,0,"smackdown",2008,7
2008-07-18,"WWE SmackDown #467",2.4,0,"smackdown",2008,7
2008-07-11,"WWE SmackDown #466",2.3,0,"smackdown",2008,7
2008-07-04,"WWE SmackDown #465",1.6,0,"smackdown",2008,7
2008-06-27,"WWE SmackDown #464",2.2,0,"smackdown",2008,6
2008-06-20,"WWE SmackDown #463",2.2,0,"smackdown",2008,6
2008-06-13,"WWE SmackDown #462",2.3,0,"smackdown",2008,6
2008-06-06,"WWE SmackDown #461",2.4,0,"smackdown",2008,6
2008-05-30,"WWE SmackDown #460",2.3,0,"smackdown",2008,5
2008-05-23,"WWE SmackDown #459",2.4,0,"smackdown",2008,5
2008-05-16,"WWE SmackDown #458",2.4,0,"smackdown",2008,5
2008-05-09,"WWE SmackDown #457",2.4,0,"smackdown",2008,5
2008-05-02,"WWE SmackDown #456",2.2,0,"smackdown",2008,5
2008-04-25,"WWE SmackDown #455",2.4,0,"smackdown",2008,4
2008-04-18,"WWE SmackDown #454",2.2,0,"smackdown",2008,4
2008-04-11,"WWE SmackDown #453",2.5,0,"smackdown",2008,4
2008-04-04,"WWE SmackDown #452",2.7,0,"smackdown",2008,4
2008-03-28,"WWE SmackDown #451",2.3,0,"smackdown",2008,3
2008-03-21,"WWE SmackDown #450",2.4,0,"smackdown",2008,3
2008-03-14,"WWE SmackDown #449",2.6,0,"smackdown",2008,3
2008-03-07,"WWE SmackDown #448",2.6,0,"smackdown",2008,3
2008-02-29,"WWE SmackDown #447",2.6,0,"smackdown",2008,2
2008-02-22,"WWE SmackDown #446",2.7,0,"smackdown",2008,2
2008-02-15,"WWE SmackDown #445",2.9,0,"smackdown",2008,2
2008-02-08,"WWE SmackDown #444",2.6,0,"smackdown",2008,2
2008-02-01,"WWE SmackDown #443",2.8,0,"smackdown",2008,2
2008-01-25,"WWE SmackDown #442",2.7,0,"smackdown",2008,1
2008-01-18,"WWE SmackDown #441",2.84,0,"smackdown",2008,1
2008-01-11,"WWE SmackDown #440",2.8,0,"smackdown",2008,1
2008-01-04,"WWE SmackDown #439",2.9,0,"smackdown",2008,1
2007-12-28,"WWE SmackDown #438 - Best of 2007",2.5,0,"smackdown",2007,12
2007-12-21,"WWE SmackDown #437",2.9,0,"smackdown",2007,12
2007-12-14,"WWE SmackDown #436",2.7,0,"smackdown",2007,12
2007-12-07,"WWE SmackDown #435",2.6,0,"smackdown",2007,12
2007-11-30,"WWE SmackDown #434",2.7,0,"smackdown",2007,11
2007-11-16,"WWE SmackDown #432",2.7,0,"smackdown",2007,11
2007-11-09,"WWE SmackDown #431",2.9,0,"smackdown",2007,11
2007-11-02,"WWE SmackDown #430",2.8,0,"smackdown",2007,11
2007-10-26,"WWE SmackDown #429",2.6,0,"smackdown",2007,10
2007-10-05,"WWE SmackDown #426",2.5,0,"smackdown",2007,10
2007-08-31,"WWE SmackDown #421",2.3,0,"smackdown",2007,8
2007-08-03,"WWE SmackDown #417",2.62,0,"smackdown",2007,8
2007-07-27,"WWE SmackDown #416",2.6,0,"smackdown",2007,7
2007-07-20,"WWE SmackDown #415",2.63,0,"smackdown",2007,7
2007-07-13,"WWE SmackDown #414",2.5,0,"smackdown",2007,7
2007-07-06,"WWE SmackDown #413",2.64,0,"smackdown",2007,7
2007-06-15,"WWE SmackDown #410",2.4,0,"smackdown",2007,6
2007-06-08,"WWE SmackDown #409",2.63,0,"smackdown",2007,6
2007-06-01,"WWE SmackDown #408",2.34,0,"smackdown",2007,6
2007-05-25,"WWE SmackDown #407",2.4,0,"smackdown",2007,5
2007-05-18,"WWE SmackDown #406",2.52,0,"smackdown",2007,5
2007-05-04,"WWE SmackDown #404",2.51,0,"smackdown",2007,5
2007-04-27,"WWE SmackDown #403",2.6,0,"smackdown",2007,4
2007-04-20,"WWE SmackDown #402",2.4,0,"smackdown",2007,4
2007-04-13,"WWE SmackDown #401",2.5,0,"smackdown",2007,4
2007-03-30,"WWE SmackDown #399",2.7,0,"smackdown",2007,3
2007-03-23,"WWE SmackDown #398",3,0,"smackdown",2007,3
2007-03-16,"WWE SmackDown #397",2.8,0,"smackdown",2007,3
2007-03-09,"WWE SmackDown #396",2.5,0,"smackdown",2007,3
2007-03-02,"WWE SmackDown #395",2.9,0,"smackdown",2007,3
2007-02-23,"WWE SmackDown #394",3.3,0,"smackdown",2007,2
2007-02-16,"WWE SmackDown #393",2.94,0,"smackdown",2007,2
2007-02-09,"WWE SmackDown #392",3,0,"smackdown",2007,2
2007-02-02,"WWE SmackDown #391",3.1,0,"smackdown",2007,2
2007-01-26,"WWE SmackDown #390",2.7,0,"smackdown",2007,1
2007-01-19,"WWE SmackDown #389",2.9,0,"smackdown",2007,1
2007-01-12,"WWE SmackDown #388",2.6,0,"smackdown",2007,1
2007-01-05,"WWE SmackDown #387",3,0,"smackdown",2007,1
2006-12-29,"WWE Friday Night SmackDown #386 - Best of SmackDown 2006",2.4,0,"smackdown",2006,12
2006-12-22,"WWE Friday Night SmackDown #385",2.9,0,"smackdown",2006,12
2006-12-15,"WWE Friday Night SmackDown #384",2.6,0,"smackdown",2006,12
2006-12-08,"WWE Friday Night SmackDown #383",2.6,0,"smackdown",2006,12
2006-12-01,"WWE Friday Night SmackDown #382",2.8,0,"smackdown",2006,12
2006-11-24,"WWE Friday Night SmackDown #381",2.5,0,"smackdown",2006,11
2006-11-17,"WWE Friday Night SmackDown #380",2.6,0,"smackdown",2006,11
2006-11-10,"WWE Friday Night SmackDown #379",2.7,0,"smackdown",2006,11
2006-11-03,"WWE Friday Night SmackDown #378",2.7,0,"smackdown",2006,11
2006-10-27,"WWE Friday Night SmackDown #377",2.8,0,"smackdown",2006,10
2006-10-20,"WWE Friday Night SmackDown #376",2.8,0,"smackdown",2006,10
2006-10-13,"WWE Friday Night SmackDown #375",2.3,0,"smackdown",2006,10
2006-10-06,"WWE Friday Night SmackDown #374",2.4,0,"smackdown",2006,10
2006-09-29,"WWE Friday Night SmackDown #373",2.5,0,"smackdown",2006,9
2006-09-22,"WWE Friday Night SmackDown #372",2.4,0,"smackdown",2006,9
2006-09-15,"WWE Friday Night SmackDown #371",1,0,"smackdown",2006,9
2006-09-08,"WWE Friday Night SmackDown #370",1,0,"smackdown",2006,9
2006-09-01,"WWE Friday Night SmackDown #369",1.9,0,"smackdown",2006,9
2006-08-25,"WWE Friday Night SmackDown #368",2.1,0,"smackdown",2006,8
2006-08-18,"WWE Friday Night SmackDown #367",2.1,0,"smackdown",2006,8
2006-08-11,"WWE Friday Night SmackDown #366",2.1,0,"smackdown",2006,8
2006-08-04,"WWE Friday Night SmackDown #365",2.2,0,"smackdown",2006,8
2006-07-28,"WWE Friday Night SmackDown #364",2.2,0,"smackdown",2006,7
2006-07-14,"WWE Friday Night SmackDown #362",2.1,0,"smackdown",2006,7
2006-07-07,"WWE Friday Night SmackDown #361",2.7,0,"smackdown",2006,7
2006-06-30,"WWE Friday Night SmackDown #360",2.4,0,"smackdown",2006,6
2006-06-23,"WWE Friday Night SmackDown #359",2.2,0,"smackdown",2006,6
2006-06-16,"WWE Friday Night SmackDown #358",2,0,"smackdown",2006,6
2006-06-09,"WWE Friday Night SmackDown #357",2.4,0,"smackdown",2006,6
2006-06-02,"WWE Friday Night SmackDown #356",2.4,0,"smackdown",2006,6
2006-05-26,"WWE Friday Night SmackDown #355",2.6,0,"smackdown",2006,5
2006-05-19,"WWE Friday Night SmackDown #354",1.9,0,"smackdown",2006,5
2006-05-12,"WWE Friday Night SmackDown #353",2.5,0,"smackdown",2006,5
2006-05-05,"WWE Friday Night SmackDown #352",2.2,0,"smackdown",2006,5
2006-04-28,"WWE Friday Night SmackDown #351",2.3,0,"smackdown",2006,4
2006-04-21,"WWE Friday Night SmackDown #350",2.1,0,"smackdown",2006,4
2006-04-14,"WWE Friday Night SmackDown #349",2.5,0,"smackdown",2006,4
2006-04-07,"WWE Friday Night SmackDown #348",2.7,0,"smackdown",2006,4
2006-03-31,"WWE Friday Night SmackDown #347",2.4,0,"smackdown",2006,3
2006-03-24,"WWE Friday Night SmackDown #346",2.8,0,"smackdown",2006,3
2006-03-17,"WWE Friday Night SmackDown #345",2.7,0,"smackdown",2006,3
2006-03-03,"WWE Friday Night SmackDown #343",2.6,0,"smackdown",2006,3
2006-02-24,"WWE Friday Night SmackDown #342",3,0,"smackdown",2006,2
2006-02-17,"WWE Friday Night SmackDown #341",2.9,0,"smackdown",2006,2
2006-02-10,"WWE Friday Night SmackDown #340",3,0,"smackdown",2006,2
2006-02-03,"WWE Friday Night SmackDown #339",2.9,0,"smackdown",2006,2
2006-01-27,"WWE Friday Night SmackDown #338",2.9,0,"smackdown",2006,1
2006-01-20,"WWE Friday Night SmackDown #337",2.8,0,"smackdown",2006,1
2006-01-13,"WWE Friday Night SmackDown #336",3,0,"smackdown",2006,1
2006-01-06,"WWE Friday Night SmackDown #335",2.8,0,"smackdown",2006,1
2005-12-30,"WWE Friday Night SmackDown #334",2.6,0,"smackdown",2005,12
2005-12-23,"WWE Friday Night SmackDown #333 - Best of SmackDown 2005",2.1,0,"smackdown",2005,12
2005-12-16,"WWE Friday Night SmackDown #332",3,0,"smackdown",2005,12
2005-12-09,"WWE Friday Night SmackDown #331",2.8,0,"smackdown",2005,12
2005-12-02,"WWE Friday Night SmackDown #330",2.8,0,"smackdown",2005,12
2005-11-29,"WWE Tuesday Night SmackDown #329",2.4,0,"smackdown",2005,11
2005-11-25,"WWE Friday Night SmackDown #328",2.9,0,"smackdown",2005,11
2005-11-18,"WWE Friday Night SmackDown #327 - Eddie Guerrero Tribute Show",3.1,0,"smackdown",2005,11
2005-11-11,"WWE Friday Night SmackDown #326",2.7,0,"smackdown",2005,11
2005-11-04,"WWE Friday Night SmackDown #325",2.6,0,"smackdown",2005,11
2005-10-28,"WWE Friday Night SmackDown #324",2.7,0,"smackdown",2005,10
2005-10-21,"WWE Friday Night SmackDown #323",2.5,0,"smackdown",2005,10
2005-10-14,"WWE Friday Night SmackDown #322",2.6,0,"smackdown",2005,10
2005-10-07,"WWE Friday Night SmackDown #321",2.4,0,"smackdown",2005,10
2005-09-30,"WWE Friday Night SmackDown #320",2.4,0,"smackdown",2005,9
2005-09-23,"WWE Friday Night SmackDown #319",2.5,0,"smackdown",2005,9
2005-09-16,"WWE Friday Night SmackDown #318",2.3,0,"smackdown",2005,9
2005-09-09,"WWE Friday Night SmackDown #317",1.7,0,"smackdown",2005,9
2005-09-01,"WWE SmackDown #316",2.7,0,"smackdown",2005,9
2005-08-25,"WWE SmackDown #315",3,0,"smackdown",2005,8
2005-08-18,"WWE SmackDown #314",3,0,"smackdown",2005,8
2005-08-11,"WWE SmackDown #313",2.9,0,"smackdown",2005,8
2005-08-04,"WWE SmackDown #312",3,0,"smackdown",2005,8
2005-07-28,"WWE SmackDown #311",3.2,0,"smackdown",2005,7
2005-07-21,"WWE SmackDown #310",3.1,0,"smackdown",2005,7
2005-07-14,"WWE SmackDown #309",3.1,0,"smackdown",2005,7
2005-07-07,"WWE SmackDown #308",3.2,0,"smackdown",2005,7
2005-06-30,"WWE SmackDown #307",3.1,0,"smackdown",2005,6
2005-06-23,"WWE SmackDown #306",3.3,0,"smackdown",2005,6
2005-06-16,"WWE SmackDown #305",3.4,0,"smackdown",2005,6
2005-06-09,"WWE SmackDown #304",3.3,0,"smackdown",2005,6
2005-06-02,"WWE SmackDown #303",3.1,0,"smackdown",2005,6
2005-05-26,"WWE SmackDown #302",3.5,0,"smackdown",2005,5
2005-05-19,"WWE SmackDown #301",2.8,0,"smackdown",2005,5
2005-05-12,"WWE SmackDown #300",3.2,0,"smackdown",2005,5
2005-05-05,"WWE SmackDown #299",3,0,"smackdown",2005,5
2005-04-28,"WWE SmackDown #298",3.2,0,"smackdown",2005,4
2005-04-21,"WWE SmackDown #297",3.3,0,"smackdown",2005,4
2005-04-14,"WWE SmackDown #296",3.4,0,"smackdown",2005,4
2005-04-07,"WWE SmackDown #295",3.4,0,"smackdown",2005,4
2005-03-31,"WWE SmackDown #294",3.5,0,"smackdown",2005,3
2005-03-24,"WWE SmackDown #293",3.3,0,"smackdown",2005,3
2005-03-17,"WWE SmackDown #292",3.3,0,"smackdown",2005,3
2005-03-10,"WWE SmackDown #291",3.2,0,"smackdown",2005,3
2005-03-03,"WWE SmackDown #290",3.3,0,"smackdown",2005,3
2005-02-24,"WWE SmackDown #289",3.4,0,"smackdown",2005,2
2005-02-17,"WWE SmackDown #288",3.2,0,"smackdown",2005,2
2005-02-10,"WWE SmackDown #287",3.5,0,"smackdown",2005,2
2005-02-03,"WWE SmackDown #286",3.2,0,"smackdown",2005,2
2005-01-27,"WWE SmackDown #285",3.3,0,"smackdown",2005,1
2005-01-20,"WWE SmackDown #284",3.6,0,"smackdown",2005,1
2005-01-13,"WWE SmackDown #283",3.7,0,"smackdown",2005,1
2005-01-06,"WWE SmackDown #282",3.5,0,"smackdown",2005,1
2004-12-30,"WWE SmackDown #281",2.9,0,"smackdown",2004,12
2004-12-23,"WWE SmackDown #280 - Christmas in Iraq",2.9,0,"smackdown",2004,12
2004-12-16,"WWE SmackDown #279",3.5,0,"smackdown",2004,12
2004-12-09,"WWE SmackDown #278",3.5,0,"smackdown",2004,12
2004-12-02,"WWE SmackDown #277",3.4,0,"smackdown",2004,12
2004-11-23,"WWE SmackDown #276",2.7,0,"smackdown",2004,11
2004-11-18,"WWE SmackDown #275",3.7,0,"smackdown",2004,11
2004-11-11,"WWE SmackDown #274",3.3,0,"smackdown",2004,11
2004-11-04,"WWE SmackDown #273",3.3,0,"smackdown",2004,11
2004-10-28,"WWE SmackDown #272",3.5,0,"smackdown",2004,10
2004-10-21,"WWE SmackDown #271",3.2,0,"smackdown",2004,10
2004-10-14,"WWE SmackDown #270",3.4,0,"smackdown",2004,10
2004-10-07,"WWE SmackDown #269",3.4,0,"smackdown",2004,10
2004-09-30,"WWE SmackDown #268",2.7,0,"smackdown",2004,9
2004-09-23,"WWE SmackDown #267",3.2,0,"smackdown",2004,9
2004-09-16,"WWE SmackDown #266",3.2,0,"smackdown",2004,9
2004-09-09,"WWE SmackDown #265",2.7,0,"smackdown",2004,9
2004-09-02,"WWE SmackDown #264",2.5,0,"smackdown",2004,9
2004-08-19,"WWE SmackDown #262",3.1,0,"smackdown",2004,8
2004-08-12,"WWE SmackDown #261",2.6,0,"smackdown",2004,8
2004-08-05,"WWE SmackDown #260",3.3,0,"smackdown",2004,8
2004-07-29,"WWE SmackDown #259",3.1,0,"smackdown",2004,7
2004-07-22,"WWE SmackDown #258",3.2,0,"smackdown",2004,7
2004-07-15,"WWE SmackDown #257",3.4,0,"smackdown",2004,7
2004-07-08,"WWE SmackDown #256",3.1,0,"smackdown",2004,7
2004-07-01,"WWE SmackDown #255",3.2,0,"smackdown",2004,7
2004-06-24,"WWE SmackDown #254",3.1,0,"smackdown",2004,6
2004-06-17,"WWE SmackDown #253",3,0,"smackdown",2004,6
2004-06-10,"WWE SmackDown #252",3,0,"smackdown",2004,6
2004-06-03,"WWE SmackDown #251",3.3,0,"smackdown",2004,6
2004-05-27,"WWE SmackDown #250",2.9,0,"smackdown",2004,5
2004-05-18,"WWE SmackDown #249",2.9,0,"smackdown",2004,5
2004-05-13,"WWE SmackDown #248",3.1,0,"smackdown",2004,5
2004-05-06,"WWE SmackDown #247",2.8,0,"smackdown",2004,5
2004-04-29,"WWE SmackDown #246",3.1,0,"smackdown",2004,4
2004-04-22,"WWE SmackDown #245",3.1,0,"smackdown",2004,4
2004-04-16,"WWE SmackDown #244",2.9,0,"smackdown",2004,4
2004-04-08,"WWE SmackDown #243",3,0,"smackdown",2004,4
2004-04-01,"WWE SmackDown #242",3.2,0,"smackdown",2004,4
2004-03-25,"WWE SmackDown #241",3.3,0,"smackdown",2004,3
2004-03-18,"WWE SmackDown #240",3.6,0,"smackdown",2004,3
2004-03-11,"WWE SmackDown #239",3.1,0,"smackdown",2004,3
2004-03-04,"WWE SmackDown #238",3.3,0,"smackdown",2004,3
2004-02-26,"WWE SmackDown #237",3.5,0,"smackdown",2004,2
2004-02-19,"WWE SmackDown #236",3.5,0,"smackdown",2004,2
2004-02-12,"WWE SmackDown #235",3.5,0,"smackdown",2004,2
2004-02-05,"WWE SmackDown #234",3.4,0,"smackdown",2004,2
2004-01-29,"WWE SmackDown #233",3.6,0,"smackdown",2004,1
2004-01-22,"WWE SmackDown #232",3.6,0,"smackdown",2004,1
2004-01-15,"WWE SmackDown #231",3.4,0,"smackdown",2004,1
2004-01-08,"WWE SmackDown #230",3.6,0,"smackdown",2004,1
2004-01-01,"WWE SmackDown #229",2.8,0,"smackdown",2004,1
2003-12-25,"WWE SmackDown #228 - Christmas from Baghdad",3,0,"smackdown",2003,12
2003-03-27,"WWE SmackDown #189",3.2,0,"smackdown",2003,3
2003-03-20,"WWE SmackDown #188",2.7,0,"smackdown",2003,3
2003-03-13,"WWE SmackDown #187",3,0,"smackdown",2003,3
2003-03-05,"WWE SmackDown #186",3.3,0,"smackdown",2003,3
2003-02-27,"WWE SmackDown #185",3.5,0,"smackdown",2003,2
2003-02-20,"WWE SmackDown #184",3.4,0,"smackdown",2003,2
2003-02-13,"WWE SmackDown #183",3.2,0,"smackdown",2003,2
2003-02-06,"WWE SmackDown #182",3.3,0,"smackdown",2003,2
2003-01-30,"WWE SmackDown #181",3.2,0,"smackdown",2003,1
2003-01-23,"WWE SmackDown #180",3.5,0,"smackdown",2003,1
2003-01-16,"WWE SmackDown #179",3.4,0,"smackdown",2003,1
2003-01-09,"WWE SmackDown #178",3.4,0,"smackdown",2003,1
2002-12-26,"WWE SmackDown #176",3.4,0,"smackdown",2002,12
2002-12-19,"WWE SmackDown #175",3.3,0,"smackdown",2002,12
2002-12-12,"WWE SmackDown #174",3.2,0,"smackdown",2002,12
2002-12-05,"WWE SmackDown #173",3.4,0,"smackdown",2002,12
2002-11-28,"WWE SmackDown #172",2.7,0,"smackdown",2002,11
2002-11-21,"WWE SmackDown #171",3.5,0,"smackdown",2002,11
2002-11-14,"WWE SmackDown #170",3.6,0,"smackdown",2002,11
2002-11-07,"WWE SmackDown #169",3.6,0,"smackdown",2002,11
2002-10-31,"WWE SmackDown #168",3.3,0,"smackdown",2002,10
2002-10-24,"WWE SmackDown #167",3.7,0,"smackdown",2002,10
2002-10-17,"WWE SmackDown #166",3.4,0,"smackdown",2002,10
2002-10-10,"WWE SmackDown #165",3.6,0,"smackdown",2002,10
2002-10-03,"WWE SmackDown #164",3.6,0,"smackdown",2002,10
2002-09-26,"WWE SmackDown #163",3.6,0,"smackdown",2002,9
2002-09-19,"WWE SmackDown #162",3.5,0,"smackdown",2002,9
2002-09-12,"WWE SmackDown #161",3.7,0,"smackdown",2002,9
2002-09-05,"WWE SmackDown #160",3.2,0,"smackdown",2002,9
2002-08-29,"WWE SmackDown #159",3.1,0,"smackdown",2002,8
2002-08-22,"WWE SmackDown #158",3.6,0,"smackdown",2002,8
2002-08-15,"WWE SmackDown #157",3.5,0,"smackdown",2002,8
2002-08-08,"WWE SmackDown #156",2.7,0,"smackdown",2002,8
2002-08-01,"WWE SmackDown #155",3.1,0,"smackdown",2002,8
2002-07-25,"WWE SmackDown #154",3.3,0,"smackdown",2002,7
2002-07-18,"WWE SmackDown #153",3.4,0,"smackdown",2002,7
2002-07-11,"WWE SmackDown #152",3.3,0,"smackdown",2002,7
2002-07-04,"WWE SmackDown #151",2,0,"smackdown",2002,7
2002-06-27,"WWE SmackDown #150",3.3,0,"smackdown",2002,6
2002-06-20,"WWE SmackDown #149",3.1,0,"smackdown",2002,6
2002-06-13,"WWE SmackDown #148",3.6,0,"smackdown",2002,6
2002-06-06,"WWE SmackDown #147",3.3,0,"smackdown",2002,6
2002-05-30,"WWE SmackDown #146",3.3,0,"smackdown",2002,5
2002-05-23,"WWE SmackDown #145",3.6,0,"smackdown",2002,5
2002-05-16,"WWE SmackDown #144",3.6,0,"smackdown",2002,5
2002-05-09,"WWE SmackDown #143",3.5,0,"smackdown",2002,5
2002-05-02,"WWF SmackDown #142",2.9,0,"smackdown",2002,5
2002-04-25,"WWF SmackDown #141",3.4,0,"smackdown",2002,4
2002-04-18,"WWF SmackDown #140",3.8,0,"smackdown",2002,4
2002-04-11,"WWF SmackDown #139",3.5,0,"smackdown",2002,4
2002-04-04,"WWF SmackDown #138",4.1,0,"smackdown",2002,4
2002-03-28,"WWF SmackDown #137",3.7,0,"smackdown",2002,3
2002-03-21,"WWF SmackDown #136",4.3,0,"smackdown",2002,3
2002-03-14,"WWF SmackDown #135",4,0,"smackdown",2002,3
